#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome U","NC_048534.1",13288174,13303799,"+",117902191,"LOC117902191","-","XP_034669267.1",2562,"piezo-type mechanosensitive ion channel component isoform X8"
"chromosome U","NC_048534.1",13288174,13303799,"+",117902191,"LOC117902191","-","XP_034669276.1",2454,"piezo-type mechanosensitive ion channel component isoform X16"
"chromosome U","NC_048534.1",13305327,13305686,"-",117902193,"LOC117902193","-","XP_034669281.1",119,"uncharacterized protein LOC117902193"
"chromosome U","NC_048534.1",13306073,13311739,"-",117902192,"LOC117902192","-","XP_034669280.1",1097,"probable phosphorylase b kinase regulatory subunit beta isoform X4"
"chromosome U","NC_048534.1",13306073,13311739,"-",117902192,"LOC117902192","-","XP_034669279.1",1102,"probable phosphorylase b kinase regulatory subunit beta isoform X3"
"chromosome U","NC_048534.1",13306073,13311739,"-",117902192,"LOC117902192","-","XP_034669278.1",1106,"probable phosphorylase b kinase regulatory subunit beta isoform X2"
"chromosome U","NC_048534.1",13306073,13311739,"-",117902192,"LOC117902192","-","XP_034669277.1",1118,"probable phosphorylase b kinase regulatory subunit beta isoform X1"
"chromosome U","NC_048534.1",13312524,13314209,"+",117901490,"LOC117901490","-","XP_034668149.1",522,"EGF domain-specific O-linked N-acetylglucosamine transferase"
"chromosome U","NC_048534.1",13314788,13316215,"+",117901544,"LOC117901544","-","XP_034668226.1",455,"LOW QUALITY PROTEIN: uncharacterized protein At4g17910"
"chromosome U","NC_048534.1",13316282,13317107,"-",117901545,"LOC117901545","-","XP_034668228.1",253,"uncharacterized protein LOC117901545 isoform X2"
"chromosome U","NC_048534.1",13316282,13317107,"-",117901545,"LOC117901545","-","XP_034668227.1",256,"uncharacterized protein LOC117901545 isoform X1"
"chromosome U","NC_048534.1",13335787,13341563,"+",117900893,"LOC117900893","-","XP_034667315.1",639,"vesicular glutamate transporter 1"
"chromosome U","NC_048534.1",13335787,13341563,"+",117900893,"LOC117900893","-","XP_034667316.1",639,"vesicular glutamate transporter 1"
"chromosome U","NC_048534.1",13345318,13349556,"-",117900895,"LOC117900895","-","XP_034667317.1",373,"phospholipase A1 member A"
"chromosome U","NC_048534.1",13350072,13351158,"-",117901250,"LOC117901250","-","XP_034667821.1",324,"inactive pancreatic lipase-related protein 1"
"chromosome U","NC_048534.1",13351616,13352931,"-",117900579,"LOC117900579","-","XP_034666879.1",397,"pancreatic triacylglycerol lipase"
"chromosome U","NC_048534.1",13354159,13355671,"+",117901486,"LOC117901486","-","XP_034668144.1",485,"glycerate kinase"
"chromosome U","NC_048534.1",13390352,13393875,"+",117900604,"LOC117900604","-","XP_034666907.1",606,"protein decapentaplegic"
"chromosome U","NC_048534.1",13390352,13393875,"+",117900604,"LOC117900604","-","XP_034666908.1",606,"protein decapentaplegic"
"chromosome U","NC_048534.1",13429394,13431562,"-",117901357,"LOC117901357","-","XP_034667958.1",638,"protein sly1 homolog"
"chromosome U","NC_048534.1",13432925,13436130,"+",117901329,"LOC117901329","-","XP_034667929.1",477,"LOW QUALITY PROTEIN: out at first protein"
"chromosome U","NC_048534.1",13456783,13457566,"-",117900575,"LOC117900575","-","XP_034666876.1",235,"cilia- and flagella-associated protein 299"
"chromosome O","NC_048533.1",8392653,8396410,"+",117899096,"LOC117899096","-","XP_034664764.1",1173,"uncharacterized protein LOC117899096"
"chromosome O","NC_048533.1",8396659,8397542,"+",117899101,"LOC117899101","-","XP_034664772.1",273,"trypsin-1"
"chromosome O","NC_048533.1",8398281,8399542,"+",117899099,"LOC117899099","-","XP_034664771.1",312,"FAM172 family protein homolog CG10038"
"chromosome O","NC_048533.1",8437229,8438338,"-",117898769,"LOC117898769","-","XP_034664294.1",369,"uncharacterized protein LOC117898769"
"chromosome O","NC_048533.1",8448833,8470587,"-",117896581,"LOC117896581","-","XP_034660879.1",537,"steroid receptor seven-up, isoforms B/C isoform X2"
"chromosome O","NC_048533.1",8455242,8470587,"-",117896581,"LOC117896581","-","XP_034660877.1",743,"steroid receptor seven-up isoform X1"
"chromosome O","NC_048533.1",8481457,8481804,"-",117896605,"LOC117896605","-","XP_034660929.1",115,"uncharacterized protein F12A10.7"
"chromosome O","NC_048533.1",8497570,8499780,"-",117898113,"LOC117898113","-","XP_034663190.1",736,"glycerophosphocholine phosphodiesterase GPCPD1"
"chromosome O","NC_048533.1",8516441,8518282,"+",117898770,"LOC117898770","-","XP_034664295.1",492,"probable cytochrome P450 313a5"
"chromosome O","NC_048533.1",8519343,8521194,"+",117898095,"LOC117898095","-","XP_034663165.1",496,"probable cytochrome P450 313a3"
"chromosome O","NC_048533.1",8521510,8522382,"+",117898096,"LOC117898096","-","XP_034663166.1",290,"phosphoglycerate mutase 2"
"chromosome O","NC_048533.1",8524284,8525174,"-",117896870,"LOC117896870","-","XP_034661291.1",277,"chymotrypsin-1"
"chromosome O","NC_048533.1",8528098,8529056,"+",117896873,"LOC117896873","-","XP_034661293.1",280,"chymotrypsin-2"
"chromosome O","NC_048533.1",8529377,8530331,"+",117898263,"LOC117898263","-","XP_034663407.1",275,"chymotrypsin-1"
"chromosome O","NC_048533.1",8530396,8531821,"-",117898262,"LOC117898262","-","XP_034663406.1",417,"cilia- and flagella-associated protein 91"
"chromosome O","NC_048533.1",8533522,8534886,"+",117897961,"LOC117897961","-","XP_034662955.1",411,"short-chain specific acyl-CoA dehydrogenase, mitochondrial"
"chromosome O","NC_048533.1",8535701,8540407,"+",117896999,"LOC117896999","-","XP_034661450.1",889,"conserved oligomeric Golgi complex subunit 1"
"chromosome O","NC_048533.1",8545721,8547577,"+",117896426,"LOC117896426","-","XP_034660636.1",533,"4-coumarate--CoA ligase 1"
"chromosome O","NC_048533.1",8556093,8557352,"-",117898300,"LOC117898300","-","XP_034663461.1",383,"adenosine kinase 2"
"chromosome O","NC_048533.1",8560145,8561785,"+",117898170,"LOC117898170","-","XP_034663270.1",546,"eukaryotic translation initiation factor 3 subunit D-2"
"chromosome O","NC_048533.1",8596809,8599349,"+",117898055,"LOC117898055","-","XP_034663109.1",846,"calphotin isoform X1"
"chromosome O","NC_048533.1",8596809,8599349,"+",117898055,"LOC117898055","-","XP_034663110.1",846,"calphotin isoform X1"
"chromosome O","NC_048533.1",8597095,8599349,"+",117898055,"LOC117898055","-","XP_034663112.1",731,"calphotin isoform X2"
"chromosome O","NC_048533.1",8606662,8622517,"+",117898079,"LOC117898079","-","XP_034663148.1",672,"mucin-5AC"
"chromosome O","NC_048533.1",8640529,8642392,"+",117896681,"LOC117896681","-","XP_034661020.1",314,"uncharacterized protein LOC117896681 isoform X1"
"chromosome O","NC_048533.1",8640529,8642392,"+",117896681,"LOC117896681","-","XP_034661021.1",314,"uncharacterized protein LOC117896681 isoform X1"
"chromosome O","NC_048533.1",8640529,8642392,"+",117896681,"LOC117896681","-","XP_034661022.1",286,"uncharacterized protein LOC117896681 isoform X2"
"chromosome U","NC_048534.1",13493465,13494722,"-",117901251,"LOC117901251","-","XP_034667822.1",397,"WD repeat-containing protein 82"
"chromosome U","NC_048534.1",13500087,13501089,"+",117900215,"LOC117900215","-","XP_034666390.1",290,"ryncolin-2-like"
"chromosome U","NC_048534.1",13505795,13507776,"-",117900789,"LOC117900789","-","XP_034667159.1",506,"probable cytochrome P450 309a1"
"chromosome U","NC_048534.1",13508200,13510121,"-",117900788,"LOC117900788","-","XP_034667158.1",548,"probable cytochrome P450 309a2"
"chromosome U","NC_048534.1",13511236,13512110,"-",117900790,"LOC117900790","-","XP_034667161.1",272,"cell cycle checkpoint protein RAD1"
"chromosome U","NC_048534.1",13512112,13512716,"-",117900791,"LOC117900791","-","XP_034667162.1",180,"uncharacterized protein LOC117900791"
"chromosome U","NC_048534.1",13513129,13514307,"-",117901783,"LOC117901783","-","XP_034668583.1",372,"protein insensitive"
"chromosome U","NC_048534.1",13515527,13516693,"+",117900152,"LOC117900152","-","XP_034666278.1",388,"early boundary activity protein 2"
"chromosome U","NC_048534.1",13516853,13517453,"-",117900155,"LOC117900155","-","XP_034666283.1",142,"probable NADH dehydrogenase"
"chromosome U","NC_048534.1",13516853,13517453,"-",117900155,"LOC117900155","-","XP_034666284.1",142,"probable NADH dehydrogenase"
"chromosome U","NC_048534.1",13517678,13518188,"+",117900154,"LOC117900154","-","XP_034666282.1",151,"actin-related protein 2/3 complex subunit 5-B"
"chromosome U","NC_048534.1",13518912,13522080,"-",117900151,"LOC117900151","-","XP_034666277.1",734,"dynamin-1-like protein"
"chromosome U","NC_048534.1",13548914,13549723,"+",117900153,"LOC117900153","-","XP_034666281.1",269,"uncharacterized protein LOC117900153"
"chromosome U","NC_048534.1",13560406,13560615,"+",117901267,"LOC117901267","-","XP_034667852.1",69,"uncharacterized protein LOC117901267"
"chromosome U","NC_048534.1",13586661,13587086,"+",117901792,"LOC117901792","-","XP_034668593.1",141,"uncharacterized protein LOC117901792"
"chromosome U","NC_048534.1",13587643,13590743,"-",117901791,"LOC117901791","-","XP_034668592.1",1009,"uncharacterized protein LOC117901791"
"chromosome U","NC_048534.1",13591849,13593056,"+",117901974,"LOC117901974","-","XP_034668869.1",384,"odorant receptor 23a"
"chromosome U","NC_048534.1",13593200,13593892,"+",117901975,"LOC117901975","-","XP_034668870.1",210,"probable proteasome subunit beta type-2"
"chromosome U","NC_048534.1",13600673,13601995,"+",117900377,"LOC117900377","-","XP_034666620.1",383,"uncharacterized protein LOC117900377"
"chromosome U","NC_048534.1",13605574,13607822,"+",117901272,"LOC117901272","-","XP_034667857.1",372,"gustatory receptor 23a"
"chromosome U","NC_048534.1",13631411,13632293,"-",117901656,"LOC117901656","-","XP_034668386.1",273,"uncharacterized protein LOC117901656"
"chromosome U","NC_048534.1",13641547,13655998,"+",117901655,"LOC117901655","-","XP_034668384.1",824,"protein O-mannosyl-transferase TMTC1 isoform X1"
"chromosome U","NC_048534.1",13641547,13655661,"+",117901655,"LOC117901655","-","XP_034668385.1",710,"protein O-mannosyl-transferase TMTC1 isoform X2"
"chromosome U","NC_048534.1",13676151,13679241,"+",117900058,"LOC117900058","-","XP_034666151.1",611,"ATP-binding cassette sub-family G member 1"
"chromosome U","NC_048534.1",13680196,13682978,"+",117900056,"LOC117900056","-","XP_034666148.1",739,"hepatocyte growth factor-regulated tyrosine kinase substrate isoform X1"
"chromosome U","NC_048534.1",13680196,13682978,"+",117900056,"LOC117900056","-","XP_034666149.1",737,"hepatocyte growth factor-regulated tyrosine kinase substrate isoform X2"
"chromosome U","NC_048534.1",13680978,13682978,"+",117900056,"LOC117900056","-","XP_034666150.1",626,"hepatocyte growth factor-regulated tyrosine kinase substrate isoform X3"
"chromosome U","NC_048534.1",13683223,13684861,"-",117901273,"LOC117901273","-","XP_034667858.1",420,"phosphoglycerate kinase"
"chromosome U","NC_048534.1",13684965,13686549,"+",117902654,"LOC117902654","-","XP_034670073.1",491,"pre-mRNA-splicing factor CWC25 homolog"
"chromosome U","NC_048534.1",13686687,13688065,"-",117902655,"LOC117902655","-","XP_034670074.1",415,"phosphoglycerate kinase"
"chromosome U","NC_048534.1",13693002,13696238,"+",117902656,"LOC117902656","-","XP_034670075.1",150,"bacchus"
"chromosome U","NC_048534.1",13693002,13696238,"+",117902656,"LOC117902656","-","XP_034670076.1",150,"bacchus"
"chromosome U","NC_048534.1",13701313,13702254,"+",117900225,"LOC117900225","-","XP_034666399.1",229,"uncharacterized protein LOC117900225 isoform X1"
"chromosome U","NC_048534.1",13701313,13702254,"+",117900225,"LOC117900225","-","XP_034666400.1",211,"uncharacterized protein LOC117900225 isoform X2"
"chromosome U","NC_048534.1",13702391,13703059,"-",117900226,"LOC117900226","-","XP_034666402.1",222,"methyltransferase N6AMT1"
"chromosome U","NC_048534.1",13703062,13703472,"-",117900227,"LOC117900227","-","XP_034666403.1",136,"SNAPIN protein homolog"
"chromosome U","NC_048534.1",13703833,13706899,"+",117900223,"LOC117900223","-","XP_034666397.1",931,"transportin-3"
"chromosome U","NC_048534.1",13707669,13708831,"-",117900224,"LOC117900224","-","XP_034666398.1",324,"sorting nexin-21"
"chromosome U","NC_048534.1",13709776,13710555,"+",117900812,"LOC117900812","-","XP_034667194.1",239,"gamma-secretase subunit Aph-1"
"chromosome U","NC_048534.1",13710667,13711180,"-",117900814,"LOC117900814","-","XP_034667198.1",151,"transcription initiation factor TFIID subunit 10b"
"chromosome U","NC_048534.1",13711556,13712116,"+",117900813,"LOC117900813","-","XP_034667195.1",167,"transcription initiation factor TFIID subunit 10"
"chromosome U","NC_048534.1",13712253,13712951,"+",117900815,"LOC117900815","-","XP_034667199.1",144,"histidine triad nucleotide-binding protein 1"
"chromosome U","NC_048534.1",13713035,13713817,"-",117900811,"LOC117900811","-","XP_034667193.1",240,"rab-like protein 3"
"chromosome U","NC_048534.1",13719317,13730061,"-",117900055,"LOC117900055","-","XP_034666147.1",468,"synaptotagmin 1 isoform X5"
"chromosome U","NC_048534.1",13719317,13730061,"-",117900055,"LOC117900055","-","XP_034666145.1",470,"synaptotagmin 1 isoform X3"
"chromosome U","NC_048534.1",13719317,13730061,"-",117900055,"LOC117900055","-","XP_034666146.1",470,"synaptotagmin 1 isoform X4"
"chromosome U","NC_048534.1",13719317,13730061,"-",117900055,"LOC117900055","-","XP_034666144.1",471,"synaptotagmin 1 isoform X2"
"chromosome U","NC_048534.1",13719317,13730061,"-",117900055,"LOC117900055","-","XP_034666143.1",472,"synaptotagmin 1 isoform X1"
"chromosome U","NC_048534.1",13752268,13754091,"-",117901761,"LOC117901761","-","XP_034668540.1",544,"LOW QUALITY PROTEIN: leucine-rich repeat-containing protein 24"
"chromosome U","NC_048534.1",13754743,13755510,"-",117901275,"LOC117901275","-","XP_034667859.1",255,"seminal metalloprotease 1-like"
"chromosome U","NC_048534.1",13755751,13756563,"-",117901276,"LOC117901276","-","XP_034667861.1",252,"LOW QUALITY PROTEIN: seminal metalloprotease 1-like"
"chromosome U","NC_048534.1",13761343,13762745,"+",117901288,"LOC117901288","-","XP_034667873.1",409,"LOW QUALITY PROTEIN: odorant receptor 35a"
"chromosome U","NC_048534.1",13766582,13767383,"-",117900862,"LOC117900862","-","XP_034667275.1",248,"zinc metalloproteinase nas-13"
"chromosome O","NC_048533.1",8653640,8669608,"-",117898140,"LOC117898140","-","XP_034663227.1",701,"LOW QUALITY PROTEIN: uncharacterized protein LOC117898140"
"chromosome O","NC_048533.1",8686427,8700189,"+",117896512,"LOC117896512","-","XP_034660763.1",1572,"phospholipid-transporting ATPase FetA isoform X6"
"chromosome O","NC_048533.1",8686427,8700189,"+",117896512,"LOC117896512","-","XP_034660766.1",1558,"phospholipid-transporting ATPase ID isoform X9"
"chromosome O","NC_048533.1",8686427,8700189,"+",117896512,"LOC117896512","-","XP_034660767.1",1471,"phospholipid-transporting ATPase FetA isoform X10"
"chromosome O","NC_048533.1",8686427,8700189,"+",117896512,"LOC117896512","-","XP_034660770.1",1457,"phospholipid-transporting ATPase ID isoform X11"
"chromosome O","NC_048533.1",8686427,8700189,"+",117896512,"LOC117896512","-","XP_034660765.1",1312,"probable phospholipid-transporting ATPase IM isoform X8"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660757.1",1737,"phospholipid-transporting ATPase FetA isoform X1"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660758.1",1737,"phospholipid-transporting ATPase FetA isoform X1"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660760.1",1723,"phospholipid-transporting ATPase ID isoform X3"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660761.1",1636,"phospholipid-transporting ATPase FetA isoform X4"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660762.1",1622,"phospholipid-transporting ATPase ID isoform X5"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660759.1",1736,"phospholipid-transporting ATPase FetA isoform X2"
"chromosome O","NC_048533.1",8691861,8700189,"+",117896512,"LOC117896512","-","XP_034660764.1",1477,"probable phospholipid-transporting ATPase IM isoform X7"
"chromosome O","NC_048533.1",8707769,8709505,"+",117898088,"LOC117898088","-","XP_034663159.1",493,"probable citrate synthase, mitochondrial"
"chromosome O","NC_048533.1",8730185,8730763,"+",117896815,"LOC117896815","-","XP_034661211.1",192,"ubiquitin-conjugating enzyme E2 6"
"chromosome O","NC_048533.1",8740412,8742102,"-",117896566,"LOC117896566","-","XP_034660858.1",435,"erythrocyte band 7 integral membrane protein"
"chromosome O","NC_048533.1",8747162,8749240,"-",117898245,"LOC117898245","-","XP_034663381.1",692,"uncharacterized protein LOC117898245"
"chromosome O","NC_048533.1",8750789,8752642,"+",117898174,"LOC117898174","-","XP_034663274.1",534,"protein unc-1-like"
"chromosome O","NC_048533.1",8752842,8753693,"+",117898175,"LOC117898175","-","XP_034663275.1",266,"uncharacterized protein LOC117898175"
"chromosome O","NC_048533.1",8753826,8754467,"+",117898176,"LOC117898176","-","XP_034663276.1",213,"uncharacterized protein LOC117898176"
"chromosome O","NC_048533.1",8763034,8764197,"-",117898076,"LOC117898076","-","XP_034663142.1",387,"transcription initiation protein SPT3 homolog"
"chromosome O","NC_048533.1",8764629,8766216,"+",117898408,"LOC117898408","-","XP_034663668.1",459,"DDB1- and CUL4-associated factor 12"
"chromosome O","NC_048533.1",8767020,8770662,"-",117898404,"LOC117898404","-","XP_034663656.1",1130,"GRIP and coiled-coil domain-containing protein 2"
"chromosome O","NC_048533.1",8767020,8770662,"-",117898404,"LOC117898404","-","XP_034663657.1",1130,"GRIP and coiled-coil domain-containing protein 2"
"chromosome O","NC_048533.1",8771299,8773242,"+",117898407,"LOC117898407","-","XP_034663666.1",575,"kelch-like protein 18"
"chromosome O","NC_048533.1",8779211,8781320,"-",117898406,"LOC117898406","-","XP_034663664.1",640,"beta-galactosidase"
"chromosome O","NC_048533.1",8779211,8781320,"-",117898406,"LOC117898406","-","XP_034663665.1",640,"beta-galactosidase"
"chromosome O","NC_048533.1",8786784,8787790,"+",117898409,"LOC117898409","-","XP_034663669.1",295,"tachykinins isoform X1"
"chromosome O","NC_048533.1",8786784,8787790,"+",117898409,"LOC117898409","-","XP_034663670.1",287,"tachykinins isoform X2"
"chromosome O","NC_048533.1",8789686,8798214,"+",117898405,"LOC117898405","-","XP_034663660.1",848,"transforming growth factor-beta-induced protein ig-h3 isoform X2"
"chromosome O","NC_048533.1",8789686,8798214,"+",117898405,"LOC117898405","-","XP_034663661.1",847,"transforming growth factor-beta-induced protein ig-h3 isoform X3"
"chromosome O","NC_048533.1",8789686,8798214,"+",117898405,"LOC117898405","-","XP_034663659.1",895,"transforming growth factor-beta-induced protein ig-h3 isoform X1"
"chromosome O","NC_048533.1",8789686,8798214,"+",117898405,"LOC117898405","-","XP_034663662.1",824,"transforming growth factor-beta-induced protein ig-h3 isoform X4"
"chromosome O","NC_048533.1",8789686,8798214,"+",117898405,"LOC117898405","-","XP_034663663.1",823,"transforming growth factor-beta-induced protein ig-h3 isoform X5"
"chromosome O","NC_048533.1",8798923,8800142,"+",117897947,"LOC117897947","-","XP_034662938.1",340,"L-galactose dehydrogenase"
"chromosome O","NC_048533.1",8801342,8802975,"+",117899270,"LOC117899270","-","XP_034665059.1",344,"LOW QUALITY PROTEIN: L-galactose dehydrogenase"
"chromosome O","NC_048533.1",8804506,8806048,"+",117899273,"LOC117899273","-","XP_034665062.1",243,"uncharacterized protein LOC117899273 isoform X1"
"chromosome O","NC_048533.1",8804506,8806048,"+",117899273,"LOC117899273","-","XP_034665063.1",239,"uncharacterized protein LOC117899273 isoform X2"
"chromosome O","NC_048533.1",8804506,8805627,"+",117899273,"LOC117899273","-","XP_034665065.1",190,"uncharacterized protein LOC117899273 isoform X3"
"chromosome O","NC_048533.1",8807000,8808357,"+",117899269,"LOC117899269","-","XP_034665058.1",382,"solute carrier family 35 member F6"
"chromosome O","NC_048533.1",8808525,8809593,"-",117899272,"LOC117899272","-","XP_034665061.1",315,"mitochondrial glutamate carrier 1"
"chromosome O","NC_048533.1",8810286,8812352,"-",117899271,"LOC117899271","-","XP_034665060.1",321,"LOW QUALITY PROTEIN: mitochondrial glutamate carrier 1-like"
"chromosome O","NC_048533.1",8814514,8816423,"+",117899267,"LOC117899267","-","XP_034665052.1",579,"uncharacterized protein LOC117899267 isoform X1"
"chromosome O","NC_048533.1",8814514,8816423,"+",117899267,"LOC117899267","-","XP_034665054.1",512,"uncharacterized protein LOC117899267 isoform X3"
"chromosome O","NC_048533.1",8814514,8816423,"+",117899267,"LOC117899267","-","XP_034665055.1",501,"uncharacterized protein LOC117899267 isoform X4"
"chromosome O","NC_048533.1",8814514,8816423,"+",117899267,"LOC117899267","-","XP_034665053.1",576,"uncharacterized protein LOC117899267 isoform X2"
"chromosome O","NC_048533.1",8817269,8818641,"-",117899268,"LOC117899268","-","XP_034665057.1",417,"aurora kinase C"
"chromosome O","NC_048533.1",8819011,8820737,"+",117896091,"LOC117896091","-","XP_034660022.1",553,"zinc finger protein 2 homolog isoform X1"
"chromosome O","NC_048533.1",8819011,8820737,"+",117896091,"LOC117896091","-","XP_034660023.1",543,"zinc finger protein 2 homolog isoform X2"
"chromosome O","NC_048533.1",8820968,8824907,"-",117896085,"LOC117896085","-","XP_034660015.1",842,"arginine/serine-rich protein PNISR"
"chromosome O","NC_048533.1",8826294,8828352,"-",117896089,"LOC117896089","-","XP_034660018.1",602,"LOW QUALITY PROTEIN: ATPase family AAA domain-containing protein 3A homolog"
"chromosome O","NC_048533.1",8828828,8830985,"+",117896086,"LOC117896086","-","XP_034660016.1",682,"protein asunder"
"chromosome O","NC_048533.1",8831386,8832501,"+",117896103,"LOC117896103","-","XP_034660046.1",353,"uncharacterized protein LOC117896103"
"chromosome O","NC_048533.1",8832655,8836579,"-",117896079,"LOC117896079","-","XP_034660006.1",1208,"nucleolar protein 6"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660024.1",544,"casein kinase I isoform X1"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660027.1",518,"casein kinase I isoform X4"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660028.1",498,"casein kinase I isoform X5"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660030.1",492,"casein kinase I isoform X7"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660025.1",539,"casein kinase I isoform X2"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660031.1",480,"casein kinase I isoform X8"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660033.1",474,"casein kinase I isoform X10"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660026.1",521,"casein kinase I isoform X3"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660029.1",495,"casein kinase I isoform X6"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660032.1",475,"casein kinase I isoform X9"
"chromosome O","NC_048533.1",8854790,8868971,"+",117896092,"LOC117896092","-","XP_034660034.1",469,"casein kinase I isoform X11"
"chromosome O","NC_048533.1",8873360,8875594,"+",117896096,"LOC117896096","-","XP_034660038.1",496,"zinc transporter ZIP1"
"chromosome O","NC_048533.1",8878731,8882532,"-",117896080,"LOC117896080","-","XP_034660007.1",1131,"LOW QUALITY PROTEIN: extracellular sulfatase SULF-1 homolog"
"chromosome O","NC_048533.1",8891445,8893058,"+",117896095,"LOC117896095","-","XP_034660037.1",496,"LOW QUALITY PROTEIN: facilitated trehalose transporter Tret1-like"
"chromosome O","NC_048533.1",8894228,8896382,"+",117896094,"LOC117896094","-","XP_034660036.1",503,"uncharacterized protein LOC117896094"
"chromosome O","NC_048533.1",8908953,8909939,"-",117896106,"LOC117896106","-","XP_034660050.1",251,"serine/arginine-rich splicing factor 1B"
"chromosome O","NC_048533.1",8910945,8914057,"+",117896083,"LOC117896083","-","XP_034660010.1",954,"transcription factor Sp4 isoform X1"
"chromosome O","NC_048533.1",8910945,8914057,"+",117896083,"LOC117896083","-","XP_034660011.1",953,"transcription factor Sp4 isoform X2"
"chromosome O","NC_048533.1",8915576,8917264,"-",117896108,"LOC117896108","-","XP_034660054.1",148,"uncharacterized protein LOC117896108 isoform X2"
"chromosome O","NC_048533.1",8915576,8917264,"-",117896108,"LOC117896108","-","XP_034660053.1",178,"uncharacterized protein LOC117896108 isoform X1"
"chromosome O","NC_048533.1",8919600,8920338,"+",117896109,"LOC117896109","-","XP_034660055.1",173,"mesencephalic astrocyte-derived neurotrophic factor homolog"
"chromosome O","NC_048533.1",8920907,8921880,"-",117896111,"LOC117896111","-","XP_034660056.1",165,"uncharacterized protein LOC117896111"
"chromosome O","NC_048533.1",8928527,8929100,"-",117896115,"LOC117896115","-","XP_034660061.1",60,"putative SERF-like protein"
"chromosome O","NC_048533.1",8930158,8930595,"-",117896113,"LOC117896113","-","XP_034660058.1",123,"uncharacterized protein LOC117896113"
"chromosome U","NC_048534.1",13768673,13769494,"+",117901832,"LOC117901832","-","XP_034668656.1",252,"seminal metalloprotease 1-like"
"chromosome U","NC_048534.1",13769770,13770610,"+",117901831,"LOC117901831","-","XP_034668653.1",259,"seminal metalloprotease 1-like isoform X1"
"chromosome U","NC_048534.1",13769770,13770610,"+",117901831,"LOC117901831","-","XP_034668655.1",254,"seminal metalloprotease 1-like isoform X2"
"chromosome U","NC_048534.1",13771930,13772718,"+",117901880,"LOC117901880","-","XP_034668728.1",262,"seminal metalloprotease 1"
"chromosome U","NC_048534.1",13793630,13797354,"-",117901496,"LOC117901496","-","XP_034668156.1",1022,"uncharacterized protein LOC117901496"
"chromosome U","NC_048534.1",13824631,13825185,"-",117900660,"LOC117900660","-","XP_034666986.1",148,"uncharacterized protein LOC117900660"
"chromosome U","NC_048534.1",13871929,13876280,"-",117901181,"LOC117901181","-","XP_034667725.1",593,"serine palmitoyltransferase 2"
"chromosome U","NC_048534.1",13888641,13889150,"-",117900534,"LOC117900534","-","XP_034666824.1",169,"mitochondrial import inner membrane translocase subunit Tim17-B"
"chromosome U","NC_048534.1",13895768,13896958,"+",117900439,"LOC117900439","-","XP_034666700.1",396,"protein snail"
"chromosome U","NC_048534.1",13925922,13927409,"-",117901921,"LOC117901921","-","XP_034668780.1",495,"damage-control phosphatase ARMT1"
"chromosome U","NC_048534.1",13934861,13936621,"+",117900452,"LOC117900452","-","XP_034666715.1",564,"zinc finger and SCAN domain-containing protein 12"
"chromosome U","NC_048534.1",13941846,13942095,"+",117901282,"LOC117901282","-","XP_034667867.1",67,"uncharacterized protein LOC117901282"
"chromosome U","NC_048534.1",13996190,13996774,"+",117900481,"LOC117900481","-","XP_034666757.1",194,"uncharacterized protein LOC117900481"
"chromosome U","NC_048534.1",14018617,14020101,"-",117901769,"LOC117901769","-","XP_034668557.1",494,"protein escargot"
"chromosome U","NC_048534.1",14031531,14033096,"+",117900467,"LOC117900467","-","XP_034666734.1",230,"uncharacterized protein LOC117900467 isoform X1"
"chromosome U","NC_048534.1",14032467,14033096,"+",117900467,"LOC117900467","-","XP_034666735.1",209,"uncharacterized protein LOC117900467 isoform X2"
"chromosome U","NC_048534.1",14032467,14033096,"+",117900467,"LOC117900467","-","XP_034666736.1",209,"uncharacterized protein LOC117900467 isoform X2"
"chromosome U","NC_048534.1",14032467,14033096,"+",117900467,"LOC117900467","-","XP_034666737.1",209,"uncharacterized protein LOC117900467 isoform X2"
